session_id	topic_id	query	query_id	doc_url	id
0	1	kenya swahili cooking dishes cook	0	https://www.pinterest.com/slutomia/swahili-food/	0
0	1	kenya swahili cooking dishes cook	0	https://www.pinterest.com/dkarama/swahili-recipes/	1
0	1	kenya swahili cooking dishes cook	0	https://cookpad.com/us/search/swahili	2
0	1	kenya swahili cooking dishes cook	0	https://theculturetrip.com/africa/kenya/articles/the-swahili-cuisine-kenya-s-mouthwatering-food/	3
0	1	kenya swahili cooking dishes cook	0	https://www.tuko.co.ke/271894-best-kenyan-swahili-dishes-recipes.html	4
0	1	kenya swahili cooking dishes cook	0	https://africageographic.com/stories/six-swahili-food-dishes-wont-want-miss/	5
0	1	kenya swahili cooking dishes cook	0	https://www.kitchencounterchronicle.com/kenya-swahili-pilau/	6
0	1	kenya swahili cooking dishes cook	0	https://matadornetwork.com/read/essential-kenya-dishes-swahili-coast/	7
0	1	kenya swahili cooking dishes cook	0	https://mayuris-jikoni.com/tag/swahili-cuisine/	8
0	1	kenya swahili cooking dishes cook	0	https://www.styleforwanderlust.com/the-style-for-wanderlust-blog/2019/6/10/swahili-food-essentials	9
1	2	airport dulles cities taxi city	0	https://www.flydulles.com/parking-transportation/washington-flyer-taxi-service	10
1	2	airport dulles cities taxi city	0	https://www.flydulles.com/directions-maps-0	11
1	2	airport dulles cities taxi city	0	https://m.yelp.com/search?find_desc=Taxi+To+Dulles+Airport&find_loc=Washington%2C+DC%2C+DC	12
1	2	airport dulles cities taxi city	0	https://www.uber.com/global/en/airports/iad/	13
1	2	airport dulles cities taxi city	0	https://freetoursbyfoot.com/transportation-washington-d-c-dulles-airport/	14
1	2	airport dulles cities taxi city	0	https://www.holidaytaxis.com/en/transfers/usa/washington-dc-dulles-international-airport/	15
1	2	airport dulles cities taxi city	0	https://lokafy.com/blog/arriving-washington-dc-how-get-airport-city-center/	16
1	2	airport dulles cities taxi city	0	https://tiketi.com/air-taxi-from-washington-dc-to-dulles-airport/	17
1	2	airport dulles cities taxi city	0	https://www.rome2rio.com/s/Washington-Dulles-Airport-IAD/Crystal-City	18
1	2	airport dulles cities taxi city	0	https://www.timeout.com/washington-dc/travel/traveling-to-and-from-washington-dc	19
2	3	phd business degree masters education	0	https://management.ntu.edu.tw/en/BA/page/index/menu_sn/543	20
2	3	phd business degree masters education	0	https://www.phdstudies.com/PhD/Business-Studies/	21
2	3	phd business degree masters education	0	https://www.phdstudies.com/PhD/Business-Administration/	22
2	3	phd business degree masters education	0	https://www.onlinestudies.com/PhD/Business-Studies/	23
2	3	phd business degree masters education	0	https://www.aacsb.edu/learners/journey/doctorate	24
2	3	phd business degree masters education	0	https://gradschool.oregonstate.edu/programs/2050/business-administration-phd-mba	25
2	3	phd business degree masters education	0	https://eller.arizona.edu/programs/doctoral	26
2	3	phd business degree masters education	0	https://bestaccreditedcolleges.org/articles/mba-vs-phd-in-business.html	27
2	3	phd business degree masters education	0	https://www.bu.edu/academics/questrom/programs/phd-in-management/	28
2	3	phd business degree masters education	0	https://en.ntnu.edu.tw/p-Education.php	29
3	4	smoking quitting hypnosis quit benefits	0	https://www.quitgenius.com/blog/hypnosis-for-quitting-smoking	30
3	4	smoking quitting hypnosis quit benefits	0	https://www.webmd.com/smoking-cessation/hypnosis-for-quitting-smoking	31
3	4	smoking quitting hypnosis quit benefits	0	https://www.healthline.com/health/hypnosis-to-quit-smoking	32
3	4	smoking quitting hypnosis quit benefits	0	https://www.healthline.com/health/hypnosis-to-quit-smoking#benefits	33
3	4	smoking quitting hypnosis quit benefits	0	https://www.healthline.com/health/hypnosis-to-quit-smoking#what-it-looks-like	34
3	4	smoking quitting hypnosis quit benefits	0	https://www.healthline.com/health/hypnosis-to-quit-smoking#other-ways-to-quit-smoking	35
3	4	smoking quitting hypnosis quit benefits	0	https://www.healthline.com/health/hypnosis-to-quit-smoking#summary	36
3	4	smoking quitting hypnosis quit benefits	0	https://www.mindsethealth.com/matter/stop-smoking-hypnosis	37
3	4	smoking quitting hypnosis quit benefits	0	https://www.mindsethealth.com/matter/stop-smoking-hypnosis#toc-benefits-of-quitting-smoking	38
3	4	smoking quitting hypnosis quit benefits	0	https://www.mindsethealth.com/matter/stop-smoking-hypnosis#toc-using-hypnosis-to-stop-smoking	39
4	5	article information transplants patients pages	0	https://journals.lww.com/transplantjournal/pages/default.aspx	40
4	5	article information transplants patients pages	0	https://journals.lww.com/transplantjournal/pages/currenttoc.aspx	41
4	5	article information transplants patients pages	0	https://onlinelibrary.wiley.com/journal/16006143	42
4	5	article information transplants patients pages	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7459921/	43
4	5	article information transplants patients pages	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4311340/	44
4	5	article information transplants patients pages	0	https://www.nejm.org/medical-research/kidney-transplantation	45
4	5	article information transplants patients pages	0	https://bmcnephrol.biomedcentral.com/articles/10.1186/s12882-019-1368-0	46
4	5	article information transplants patients pages	0	https://www.hopkinsmedicine.org/health/treatment-tests-and-therapies/kidney-transplant	47
4	5	article information transplants patients pages	0	https://www.sciencedirect.com/journal/transplant-immunology	48
4	5	article information transplants patients pages	0	https://academic.oup.com/ndt	49
5	6	kenya dishes swahili traditional information	0	https://matadornetwork.com/read/essential-kenya-dishes-swahili-coast/	50
5	6	kenya dishes swahili traditional information	0	https://theculturetrip.com/africa/kenya/articles/the-swahili-cuisine-kenya-s-mouthwatering-food/	51
5	6	kenya dishes swahili traditional information	0	https://africageographic.com/stories/six-swahili-food-dishes-wont-want-miss/	52
5	6	kenya dishes swahili traditional information	0	https://www.kenyasafari.com/food-of-kenya.html	53
5	6	kenya dishes swahili traditional information	0	https://marocmama.com/kenyan-traditional-foods-to-try-in-kenya/	54
5	6	kenya dishes swahili traditional information	0	https://www.hoaexp.com/2021/03/18/about-swahili-food/	55
5	6	kenya dishes swahili traditional information	0	https://ling-app.com/sw/swahili-food/	56
5	6	kenya dishes swahili traditional information	0	https://www.willflyforfood.net/food-in-kenya/	57
5	6	kenya dishes swahili traditional information	0	https://www.trafalgar.com/real-word/food-kenya/	58
5	6	kenya dishes swahili traditional information	0	https://www.pinterest.com/slutomia/swahili-food/	59
6	7	kursk sank sinking submarine sea	0	https://en.wikipedia.org/wiki/Kursk_submarine_disaster	60
6	7	kursk sank sinking submarine sea	0	https://www.popularmechanics.com/military/navy-ships/a23494010/kursk-submarine-disaster/	61
6	7	kursk sank sinking submarine sea	0	https://www.britannica.com/event/Kursk-submarine-disaster	62
6	7	kursk sank sinking submarine sea	0	https://www.history.com/this-day-in-history/russian-sub-sinks-with-118-onboard	63
6	7	kursk sank sinking submarine sea	0	https://theintercept.com/2019/05/29/russia-submarine-kursk-norway-nsa/	64
6	7	kursk sank sinking submarine sea	0	https://news.yahoo.com/before-the-moskva-there-was-the-kursk-the-sunken-submarine-that-helped-putin-consolidate-power-over-russia-090003974.html	65
6	7	kursk sank sinking submarine sea	0	https://www.thetimes.co.uk/article/kursk-admiral-blames-nato-for-russian-submarine-disaster-0pg33hf58	66
6	7	kursk sank sinking submarine sea	0	https://www.rferl.org/a/kursk-disaster-putin-turning-point-russia/27184505.html	67
6	7	kursk sank sinking submarine sea	0	https://www.rferl.org/a/the-kursk-catastrophe-a-lesson-for-putin-is-fading-from-russian-attention-20-years-later/30778500.html	68
6	7	kursk sank sinking submarine sea	0	https://www.theguardian.com/world/2001/aug/05/kursk.russia	69
7	8	submarines kursk submarine sinking sink	0	https://en.wikipedia.org/wiki/Kursk_submarine_disaster	70
7	8	submarines kursk submarine sinking sink	0	https://www.history.com/this-day-in-history/russian-sub-sinks-with-118-onboard	71
7	8	submarines kursk submarine sinking sink	0	https://www.popularmechanics.com/military/navy-ships/a23494010/kursk-submarine-disaster/	72
7	8	submarines kursk submarine sinking sink	0	https://www.britannica.com/event/Kursk-submarine-disaster	73
7	8	submarines kursk submarine sinking sink	0	https://theintercept.com/2019/05/29/russia-submarine-kursk-norway-nsa/	74
7	8	submarines kursk submarine sinking sink	0	https://eurasiantimes.com/worlds-second-deadliest-nuclear-submarine-accident-kursk/	75
7	8	submarines kursk submarine sinking sink	0	https://www.navytimes.com/flashpoints/2021/11/22/russian-admiral-kursk-disaster-caused-by-nato-sub/	76
7	8	submarines kursk submarine sinking sink	0	https://www.quora.com/What-caused-the-Kursk-submarine-to-sink	77
7	8	submarines kursk submarine sinking sink	0	https://www.theguardian.com/world/2001/aug/05/kursk.russia	78
7	8	submarines kursk submarine sinking sink	0	https://www.theguardian.com/world/2003/aug/31/kursk.russia	79
8	9	bollywood india growth mumbai industry	0	https://www.indiewire.com/2013/10/why-is-bollywood-such-a-powerful-industry-mumbai-provides-an-answer-33491/	80
8	9	bollywood india growth mumbai industry	0	https://www.researchgate.net/publication/290917084_From_Bombay_to_bollywood_The_making_of_a_global_media_industry	81
8	9	bollywood india growth mumbai industry	0	https://musebycl.io/creative-cities/big-dreams-and-bollywood-mumbai-epicenter-creativity	82
8	9	bollywood india growth mumbai industry	0	https://economictimes.indiatimes.com/industry/media/entertainment/media/bollywood-is-threatened-by-indias-other-movie-making-powerhouse/articleshow/92586376.cms	83
8	9	bollywood india growth mumbai industry	0	https://www.forbes.com/sites/niallmccarthy/2014/09/03/bollywood-indias-film-industry-by-the-numbers-infographic/	84
8	9	bollywood india growth mumbai industry	0	https://trunicle.com/why-should-indian-film-industry-shift-out-of-mumbai-maharashtra/	85
8	9	bollywood india growth mumbai industry	0	https://www.quora.com/Why-is-Bollywood-a-Hindi-movie-industry-based-in-Mumbai-a-city-in-Maharashtra-and-not-anywhere-in-the-Hindi-region	86
8	9	bollywood india growth mumbai industry	0	https://en.wikipedia.org/wiki/Economy_of_Mumbai	87
8	9	bollywood india growth mumbai industry	0	https://www.isc.hbs.edu/Documents/resources/courses/moc-course-at-harvard/pdf/student-projects/India_%28Maharashtra%29_Film_2008.pdf	88
8	9	bollywood india growth mumbai industry	0	https://www.gtn.co.nz/mumbai	89
9	10	essay tax argument argue government	0	https://ivypanda.com/essays/tax-cuts/	90
9	10	essay tax argument argue government	0	https://ivypanda.com/essays/personal-income-tax-arguments-for-and-against/	91
9	10	essay tax argument argue government	0	https://www.andrewgiles.com.au/media-centre/opinion-pieces-speeches-transcripts/essay-tax-settings-and-inequality/	92
9	10	essay tax argument argue government	0	https://opencommons.uconn.edu/cgi/viewcontent.cgi?article=2270&context=gs_theses	93
9	10	essay tax argument argue government	0	https://www.bartleby.com/essay/Tax-Cut-Argument-Essay-FCGC7K4SGCM	94
9	10	essay tax argument argue government	0	https://www.bartleby.com/essay/Taxation-What-Is-Just-FKYCZ4XZ9J5Q	95
9	10	essay tax argument argue government	0	https://www.ipl.org/essay/The-Rich-Should-Pay-Higher-Taxes-Essay-PJZFAT8ERG	96
9	10	essay tax argument argue government	0	https://lucris.lub.lu.se/ws/files/24479372/Andersson_thesis_kappa.pdf	97
9	10	essay tax argument argue government	0	https://www.imf.org/external/pubs/ft/issues/issues27/	98
9	10	essay tax argument argue government	0	https://subnational.doingbusiness.org/en/data/exploretopics/paying-taxes/why-matters	99
10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full	100
10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full#h2	101
10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full#h3	102
10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full#h4	103
10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full#h5	104
10	11	infants developmental milestones age culture	0	https://lifestyle.howstuffworks.com/family/parenting/parenting-tips/child-development-milestones.htm	105
10	11	infants developmental milestones age culture	0	https://lifestyle.howstuffworks.com/family/parenting/parenting-tips/child-development-milestones.htm#pt1	106
10	11	infants developmental milestones age culture	0	https://lifestyle.howstuffworks.com/family/parenting/parenting-tips/child-development-milestones.htm#pt2	107
10	11	infants developmental milestones age culture	0	https://lifestyle.howstuffworks.com/family/parenting/parenting-tips/child-development-milestones.htm#pt4	108
10	11	infants developmental milestones age culture	0	https://www.researchgate.net/publication/318876779_SOCIO-CULTURAL_CONTEXT_OF_DEVELOPMENTAL_MILESTONES_IN_INFANCY_IN_SOUTH_WEST_NIGERIA_A_QUALITATIVE_STUDY	109
11	12	weddings wedding ceremonies traditions cultures	0	https://www.brides.com/gallery/wedding-traditions-around-the-world	110
11	12	weddings wedding ceremonies traditions cultures	0	https://www.beau-coup.com/cultural-traditions-weddings.htm	111
11	12	weddings wedding ceremonies traditions cultures	0	https://eventforte.com/18-wedding-traditions-by-culture.html	112
11	12	weddings wedding ceremonies traditions cultures	0	https://www.insider.com/wedding-traditions-around-the-world-2018-4	113
11	12	weddings wedding ceremonies traditions cultures	0	https://bridalmusings.com/171746/cultural-wedding-traditions-you-might-not-have-seen-before/	114
11	12	weddings wedding ceremonies traditions cultures	0	https://www.easyweddings.com.au/articles/10-awesome-wedding-traditions-from-other-cultures/	115
11	12	weddings wedding ceremonies traditions cultures	0	https://www.venuereport.com/roundups/13-beautiful-wedding-traditions-from-around-the-world/	116
11	12	weddings wedding ceremonies traditions cultures	0	https://family.jrank.org/pages/1117/Marriage-Ceremonies-Wedding-Traditions.html	117
11	12	weddings wedding ceremonies traditions cultures	0	https://www.minted.com/wedding-ideas/wedding-traditions	118
11	12	weddings wedding ceremonies traditions cultures	0	https://www.theknot.com/content/favorite-wedding-traditions-from-around-the-world	119
12	13	france french 1998 studies reactions	0	https://www.researchgate.net/publication/311511845_Football_Race_and_the_Republic_A_Study_of_Reactions_to_France's_1998_World_Cup_Victory	120
12	13	france french 1998 studies reactions	0	https://www.jstor.org/stable/26378219	121
12	13	france french 1998 studies reactions	0	https://www.academia.edu/34449375/The_French_Reaction_An_ecological_approach_to_language_policy_in_metropolitan_France	122
12	13	france french 1998 studies reactions	0	https://www.amazon.com/Galileo-France-Reactions-Comparative-Literatures/dp/082045768X	123
12	13	france french 1998 studies reactions	0	https://link.springer.com/chapter/10.1007/978-3-319-51664-6_5	124
12	13	france french 1998 studies reactions	0	https://link.springer.com/chapter/10.1007/978-1-4419-9094-5_2	125
12	13	france french 1998 studies reactions	0	https://www.reuters.com/article/uk-soccer-world-m35-esp-history-idUKKBN0EW0J720140621	126
12	13	france french 1998 studies reactions	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5033180/	127
12	13	france french 1998 studies reactions	0	https://www.brookings.edu/wp-content/uploads/2016/06/shapiro20030301.pdf	128
12	13	france french 1998 studies reactions	0	https://www.semanticscholar.org/paper/Reactions-in-British-and-French-universities-to-the-Brown/4011faca0fcdd22ba1d09847a0d8bc0b4e10d788	129
13	14	naturalism evidence philosophy argument existence	0	https://www.newdualism.org/papers/D.Synnestvedt/naturalism.htm	130
13	14	naturalism evidence philosophy argument existence	0	https://plato.stanford.edu/entries/naturalism/	131
13	14	naturalism evidence philosophy argument existence	0	https://plato.stanford.edu/entries/lawphil-naturalism/	132
13	14	naturalism evidence philosophy argument existence	0	https://en.wikipedia.org/wiki/Naturalism_(philosophy)	133
13	14	naturalism evidence philosophy argument existence	0	https://www.britannica.com/topic/naturalism-philosophy	134
13	14	naturalism evidence philosophy argument existence	0	https://www.jstor.org/stable/23013336	135
13	14	naturalism evidence philosophy argument existence	0	https://www.jstor.org/stable/27500032	136
13	14	naturalism evidence philosophy argument existence	0	https://iep.utm.edu/naturali/	137
13	14	naturalism evidence philosophy argument existence	0	https://www.researchgate.net/publication/226441686_Naturalism_evidence_and_creationism_The_case_of_Phillip_Johnson	138
13	14	naturalism evidence philosophy argument existence	0	https://stanford.library.sydney.edu.au/archives/sum2010/entries/naturalism/	139
14	15	voip providers phones phone internet	0	https://www.softwaretestinghelp.com/best-voip-service-providers/	140
14	15	voip providers phones phone internet	0	https://www.pcmag.com/picks/the-best-business-voip-providers	141
14	15	voip providers phones phone internet	0	https://www.pcmag.com/picks/finally-ditch-that-landline-the-best-voip-home-phone-services	142
14	15	voip providers phones phone internet	0	https://www.voipreview.org/mobile-voip-providers	143
14	15	voip providers phones phone internet	0	https://www.techradar.com/news/best-voip-service	144
14	15	voip providers phones phone internet	0	https://www.business2community.com/voip/best-voip-service	145
14	15	voip providers phones phone internet	0	https://www.businessnewsdaily.com/15323-voip-vs-landline.html	146
14	15	voip providers phones phone internet	0	https://wpforms.com/best-business-voip-and-internet-phone-systems/	147
14	15	voip providers phones phone internet	0	https://www.g2.com/categories/voip	148
14	15	voip providers phones phone internet	0	https://filmlifestyle.com/best-voip-providers/	149
15	16	fitness exercises diets fit achieve	0	https://www.healthline.com/health/fitness-exercise-eating-healthy	150
15	16	fitness exercises diets fit achieve	0	https://www.excellenceinfitness.com/blog/nutrition-for-fitness-training-the-facts-you-need-to-know	151
15	16	fitness exercises diets fit achieve	0	https://www.webmd.com/fitness-exercise/ss/slideshow-best-foods-fitness	152
15	16	fitness exercises diets fit achieve	0	https://www.girlsgonestrong.com/blog/articles/how-your-diet-helps-you-achieve-these-3-popular-fitness-goals/	153
15	16	fitness exercises diets fit achieve	0	https://livefit.com/blogs/livefit/6-easy-steps-to-creating-your-own-fitness-diet-routine	154
15	16	fitness exercises diets fit achieve	0	https://www.muscleandfitness.com/muscle-fitness-hers/hers-nutrition/6-diet-rules-follow-if-you-want-get-stronger/	155
15	16	fitness exercises diets fit achieve	0	https://www.verywellfit.com/why-you-need-nutrition-and-fitness-3121363	156
15	16	fitness exercises diets fit achieve	0	https://www.verywellfit.com/fitness-pros-eat-this-to-look-tight-and-toned-3121404	157
15	16	fitness exercises diets fit achieve	0	https://www.mensjournal.com/food-drink/the-20-fittest-foods/	158
15	16	fitness exercises diets fit achieve	0	https://www.mayoclinic.org/healthy-lifestyle/nutrition-and-healthy-eating/in-depth/nutrition-rules-that-will-fuel-your-workout/art-20390073	159
16	17	depression unhappy sleep suffering nights	0	https://www.sleepfoundation.org/mental-health/depression-and-sleep	160
16	17	depression unhappy sleep suffering nights	0	https://www.healthline.com/health/depression-at-night	161
16	17	depression unhappy sleep suffering nights	0	https://www.hopkinsmedicine.org/health/wellness-and-prevention/depression-and-sleep-understanding-the-connection	162
16	17	depression unhappy sleep suffering nights	0	https://www.webmd.com/depression/sleep-depression	163
16	17	depression unhappy sleep suffering nights	0	https://www.webmd.com/depression/guide/depression-sleep-disorder	164
16	17	depression unhappy sleep suffering nights	0	https://www.verywellmind.com/coping-with-sleep-disturbances-during-depression-4161015	165
16	17	depression unhappy sleep suffering nights	0	https://www.verywellmind.com/why-am-i-depressed-only-at-night-1066892	166
16	17	depression unhappy sleep suffering nights	0	https://health.clevelandclinic.org/what-you-should-know-about-the-relationship-between-oversleeping-and-depression/	167
16	17	depression unhappy sleep suffering nights	0	https://theconversation.com/why-a-lack-of-sleep-makes-us-depressed-and-what-we-can-do-about-it-66446	168
16	17	depression unhappy sleep suffering nights	0	https://www.medicalnewstoday.com/articles/depression-at-night	169
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.uptodate.com/contents/pseudocyesis	170
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/	171
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/#abstract-1title	172
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/#sec1-1title	173
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/#sec1-2title	174
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/#sec1-3title	175
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5894469/	176
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.cureus.com/articles/40598-a-rare-case-of-pseudocyesis-in-a-patient-with-bipolar-disorder	177
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.webmd.com/baby/false-pregnancy-pseudocyesis	178
17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://flo.health/pregnancy/pregnancy-health/emotional-health/pseudocyesis	179
18	19	pocono pennsylvania mountains winter vacation	0	https://www.poconomountains.com/blog/post/must-do-winter-adventures-in-the-poconos-other-than-downhill-skiing/	180
18	19	pocono pennsylvania mountains winter vacation	0	https://www.poconomountains.com/plan-your-vacation/seasons/winter/	181
18	19	pocono pennsylvania mountains winter vacation	0	https://thefrenchmanor.com/blog/things-to-do-in-the-poconos-in-winter/	182
18	19	pocono pennsylvania mountains winter vacation	0	https://mainlinetoday.com/travel/8-cozy-pocono-area-getaways-perfect-for-a-winter-escape/	183
18	19	pocono pennsylvania mountains winter vacation	0	https://www.timesunion.com/travel/article/Poconos-winter-vacation-16953072.php	184
18	19	pocono pennsylvania mountains winter vacation	0	https://traveltips.usatoday.com/pocono-winter-vacation-39132.html	185
18	19	pocono pennsylvania mountains winter vacation	0	https://traveltips.usatoday.com/winter-resorts-poconos-18123.html	186
18	19	pocono pennsylvania mountains winter vacation	0	https://www.poconomountainrentals.com/winter-vacation-homes/	187
18	19	pocono pennsylvania mountains winter vacation	0	https://www.poconomountainrentals.com/winter-rentals-in-the-poconos/	188
18	19	pocono pennsylvania mountains winter vacation	0	https://selectregistry.com/blog/best-places-to-stay-in-the-poconos/	189
19	20	roof reduce sun temperature conditioning	0	https://www.energy.gov/energysaver/cool-roofs	190
19	20	roof reduce sun temperature conditioning	0	https://www.houzz.in/magazine/how-to-beat-the-summer-heat-by-keeping-the-roof-cool-stsetivw-vs~120620519	191
19	20	roof reduce sun temperature conditioning	0	https://savingenergyforlife.com/blog/solar-panels-lower-your-rooftop-temperature	192
19	20	roof reduce sun temperature conditioning	0	https://home.howstuffworks.com/home-improvement/construction/green/10-ways-cool-roof.htm	193
19	20	roof reduce sun temperature conditioning	0	https://www.sciencedirect.com/science/article/abs/pii/S2352710217307933	194
19	20	roof reduce sun temperature conditioning	0	https://www.sciencedirect.com/science/article/pii/S2666123321000209#!	195
19	20	roof reduce sun temperature conditioning	0	https://heatisland.lbl.gov/coolscience/cool-roofs	196
19	20	roof reduce sun temperature conditioning	0	https://www.epa.gov/sites/default/files/2014-06/documents/hiribrochure.pdf	197
19	20	roof reduce sun temperature conditioning	0	https://www.epa.gov/heatislands/using-green-roofs-reduce-heat-islands	198
19	20	roof reduce sun temperature conditioning	0	https://www.arkema.com/global/en/resources/post/saving-30-in-air-conditioning-costs-thanks-to-cool-roofing/	199
20	21	hydropower hydroelectric renewable dams fuels	0	https://www.energy.gov/eere/water/benefits-hydropower	200
20	21	hydropower hydroelectric renewable dams fuels	0	https://www.energy.gov/eere/water/how-hydropower-works	201
20	21	hydropower hydroelectric renewable dams fuels	0	https://www.usgs.gov/special-topics/water-science-school/science/hydroelectric-power-advantages-production-and-usage	202
20	21	hydropower hydroelectric renewable dams fuels	0	https://www.itaipu.gov.br/en/energy/10-reasons-promoting-hydroelectricity	203
20	21	hydropower hydroelectric renewable dams fuels	0	https://www.sustaineurope.com/how-green-is-hydropower-20180229.html	204
20	21	hydropower hydroelectric renewable dams fuels	0	https://www.cnbc.com/2022/06/02/why-hydropower-is-the-worlds-most-overlooked-renewable.html	205
